field_name,form_name,field_type,field_label,parent,branching_logic
sympt_unlisted_item___Paresthesia of skin,daily,binary,Paresthesia of skin,sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Erectile dysfunction,daily,binary,Erectile dysfunction,sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Shortness of breath (Dyspnea),daily,binary,Shortness of breath (Dyspnea),sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Increased urination (polyuria),daily,binary,Increased urination (polyuria),sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Loss of smell (Anosmia),daily,binary,Loss of smell (Anosmia),sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Diarrhea,daily,binary,Diarrhea,sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Chest pain on breathing,daily,binary,Chest pain on breathing,sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Limb weakness / paralysis (Monoplegia),daily,binary,Limb weakness / paralysis (Monoplegia),sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Nausea or vomiting,daily,binary,Nausea or vomiting,sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Bleeding (Haemorrhage),daily,binary,Bleeding (Haemorrhage),sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Muscle weakness,daily,binary,Muscle weakness,sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Ascites,daily,binary,Ascites,sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Swollen lymph nodes (Enlarged lymph nodes),daily,binary,Swollen lymph nodes (Enlarged lymph nodes),sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Can't feel one side of the body or face (Hemiplegia),daily,binary,Can't feel one side of the body or face (Hemiplegia),sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_item___Fecal incontinence,daily,binary,Fecal incontinence,sympt_unlisted,[sympt_dailydata]='1'
sympt_unlisted_0item,daily,categorical,Select other symptom(s),sympt,[sympt_unlisted]='1'
sympt_unlisted_0item___Abdominal pain,daily,binary,Abdominal pain,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Abnormal weight loss,daily,binary,Abnormal weight loss,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Alopecia (Nonscarring hair loss),daily,binary,Alopecia (Nonscarring hair loss),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Altered consciousness / Confusion (Disorientation),daily,binary,Altered consciousness / Confusion (Disorientation),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Anorexia,daily,binary,Anorexia,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Apnoea,daily,binary,Apnoea,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Ascites,daily,binary,Ascites,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Bleeding (Haemorrhage),daily,binary,Bleeding (Haemorrhage),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Bruising (Spontaneous ecchymoses),daily,binary,Bruising (Spontaneous ecchymoses),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Can't feel one side of the body or face (Hemiplegia),daily,binary,Can't feel one side of the body or face (Hemiplegia),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Can't fully move or control movement (Paralytic syndrome),daily,binary,Can't fully move or control movement (Paralytic syndrome),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Cardiac arrhythmia,daily,binary,Cardiac arrhythmia,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Changes in menstruation (Irregular menstruation),daily,binary,Changes in menstruation (Irregular menstruation),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Changes in skin texture,daily,binary,Changes in skin texture,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Chills (without fever),daily,binary,Chills (without fever),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Cognitive impairment (Unspecified intellectual disabilities),daily,binary,Cognitive impairment (Unspecified intellectual disabilities),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Constipation,daily,binary,Constipation,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Convulsions,daily,binary,Convulsions,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Diarrhea,daily,binary,Diarrhea,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Disorders of nose and nasal sinuses,daily,binary,Disorders of nose and nasal sinuses,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Disturbance in attention (Altered mental status),daily,binary,Disturbance in attention (Altered mental status),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Dizziness/light headedness (Dizziness and giddiness),daily,binary,Dizziness/light headedness (Dizziness and giddiness),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Dry skin (Xerosis cutis),daily,binary,Dry skin (Xerosis cutis),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Ear pain (Otalgia),daily,binary,Ear pain (Otalgia),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Erectile dysfunction,daily,binary,Erectile dysfunction,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Fainting / blackouts (Syncope and collapse),daily,binary,Fainting / blackouts (Syncope and collapse),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Fecal incontinence,daily,binary,Fecal incontinence,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Feeding difficulty,daily,binary,Feeding difficulty,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Fever,daily,binary,Fever,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Gastrointestinal bleeding (Gastrointestinal hemorrhage),daily,binary,Gastrointestinal bleeding (Gastrointestinal hemorrhage),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Headache,daily,binary,Headache,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Hepatomegaly,daily,binary,Hepatomegaly,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Increased thirst (Polydipsia),daily,binary,Increased thirst (Polydipsia),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Increased urination (polyuria),daily,binary,Increased urination (polyuria),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Irritability,daily,binary,Irritability,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Itchy eye,daily,binary,Itchy eye,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Jaundice,daily,binary,Jaundice,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Joint pain (Arthralgia),daily,binary,Joint pain (Arthralgia),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Keratitis,daily,binary,Keratitis,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Limb weakness / paralysis (Monoplegia),daily,binary,Limb weakness / paralysis (Monoplegia),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Localized edema,daily,binary,Localized edema,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Loss of appetite (Anorexia),daily,binary,Loss of appetite (Anorexia),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Loss of smell (Anosmia),daily,binary,Loss of smell (Anosmia),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Loss of taste (Parageusia),daily,binary,Loss of taste (Parageusia),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Lymphadenitis,daily,binary,Lymphadenitis,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Malaise and fatigue,daily,binary,Malaise and fatigue,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Mouth ulcers (Recurrent oral aphthae),daily,binary,Mouth ulcers (Recurrent oral aphthae),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Mucosal lesion,daily,binary,Mucosal lesion,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Muscle aches (Myalgia),daily,binary,Muscle aches (Myalgia),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Nasal congestion,daily,binary,Nasal congestion,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Nausea or vomiting,daily,binary,Nausea or vomiting,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Pain during urination (Dysuria),daily,binary,Pain during urination (Dysuria),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Pallor,daily,binary,Pallor,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Palpitations,daily,binary,Palpitations,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Problems swallowing or chewing (Dysphagia),daily,binary,Problems swallowing or chewing (Dysphagia),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Pruritus,daily,binary,Pruritus,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Rapid heart beat/Pulse (Tachycardia),daily,binary,Rapid heart beat/Pulse (Tachycardia),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Rashes or skin lesions,daily,binary,Rashes or skin lesions,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Retention of urine,daily,binary,Retention of urine,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Shortness of breath (Dyspnea),daily,binary,Shortness of breath (Dyspnea),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Skin lesion,daily,binary,Skin lesion,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Skin rash,daily,binary,Skin rash,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Sleep disorder,daily,binary,Sleep disorder,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Sneezing,daily,binary,Sneezing,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Speech disturbances,daily,binary,Speech disturbances,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Spontaneous bruising (Spontaneous ecchymoses),daily,binary,Spontaneous bruising (Spontaneous ecchymoses),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Swollen lymph nodes (Enlarged lymph nodes),daily,binary,Swollen lymph nodes (Enlarged lymph nodes),sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Tinnitus,daily,binary,Tinnitus,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Tremor,daily,binary,Tremor,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Urinary incontinence,daily,binary,Urinary incontinence,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Visual disturbances,daily,binary,Visual disturbances,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Wheezing,daily,binary,Wheezing,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0item___Other,daily,binary,Other,sympt_unlisted_0item,[sympt_unlisted]='1'
sympt_unlisted_0otherl2,daily,freetext,Specify other symptom(s),sympt,[sympt_unlisted_0item]='88'
sympt_unlisted_0addi,daily,binary,Any additional other symptom(s) ?,sympt,[sympt_unlisted]='1'
sympt_unlisted_1item,daily,categorical,>Select additional other symptom(s) 2,sympt,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Abnormal weight loss,daily,binary,Abnormal weight loss,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Alopecia (Nonscarring hair loss),daily,binary,Alopecia (Nonscarring hair loss),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Altered consciousness / Confusion (Disorientation),daily,binary,Altered consciousness / Confusion (Disorientation),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Anorexia,daily,binary,Anorexia,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Ascites,daily,binary,Ascites,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Bleeding (Haemorrhage),daily,binary,Bleeding (Haemorrhage),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Bruising (Spontaneous ecchymoses),daily,binary,Bruising (Spontaneous ecchymoses),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Can't fully move or control movement (Paralytic syndrome),daily,binary,Can't fully move or control movement (Paralytic syndrome),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Cardiac arrhythmia,daily,binary,Cardiac arrhythmia,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Chest pain on breathing,daily,binary,Chest pain on breathing,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Chills (without fever),daily,binary,Chills (without fever),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Cognitive impairment (Unspecified intellectual disabilities),daily,binary,Cognitive impairment (Unspecified intellectual disabilities),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Conjunctivitis,daily,binary,Conjunctivitis,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Convulsions,daily,binary,Convulsions,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Difficulty eating or drinking (Dysphagia),daily,binary,Difficulty eating or drinking (Dysphagia),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Difficulty in walking,daily,binary,Difficulty in walking,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Disorders of nose and nasal sinuses,daily,binary,Disorders of nose and nasal sinuses,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Disturbance in attention (Altered mental status),daily,binary,Disturbance in attention (Altered mental status),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Dizziness/light headedness (Dizziness and giddiness),daily,binary,Dizziness/light headedness (Dizziness and giddiness),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Fainting / blackouts (Syncope and collapse),daily,binary,Fainting / blackouts (Syncope and collapse),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Feeding difficulty,daily,binary,Feeding difficulty,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Fever,daily,binary,Fever,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Gastrointestinal bleeding (Gastrointestinal hemorrhage),daily,binary,Gastrointestinal bleeding (Gastrointestinal hemorrhage),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Headache,daily,binary,Headache,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Hepatomegaly,daily,binary,Hepatomegaly,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Increased thirst (Polydipsia),daily,binary,Increased thirst (Polydipsia),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Itchy eye,daily,binary,Itchy eye,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Jaundice,daily,binary,Jaundice,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Joint pain (Arthralgia),daily,binary,Joint pain (Arthralgia),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Keratitis,daily,binary,Keratitis,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Limb weakness / paralysis (Monoplegia),daily,binary,Limb weakness / paralysis (Monoplegia),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Localized edema,daily,binary,Localized edema,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Loss of appetite (Anorexia),daily,binary,Loss of appetite (Anorexia),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Loss of smell (Anosmia),daily,binary,Loss of smell (Anosmia),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Mouth ulcers (Recurrent oral aphthae),daily,binary,Mouth ulcers (Recurrent oral aphthae),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Muscle weakness,daily,binary,Muscle weakness,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Nasal congestion,daily,binary,Nasal congestion,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Nausea or vomiting,daily,binary,Nausea or vomiting,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Pain during urination (Dysuria),daily,binary,Pain during urination (Dysuria),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Pallor,daily,binary,Pallor,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Pruritus,daily,binary,Pruritus,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Rapid heart beat/Pulse (Tachycardia),daily,binary,Rapid heart beat/Pulse (Tachycardia),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Retention of urine,daily,binary,Retention of urine,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Shortness of breath (Dyspnea),daily,binary,Shortness of breath (Dyspnea),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Skin lesion,daily,binary,Skin lesion,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Skin rash,daily,binary,Skin rash,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Sleep disorder,daily,binary,Sleep disorder,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Sneezing,daily,binary,Sneezing,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Sore throat (Pain in throat),daily,binary,Sore throat (Pain in throat),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Spontaneous bruising (Spontaneous ecchymoses),daily,binary,Spontaneous bruising (Spontaneous ecchymoses),sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Tinnitus,daily,binary,Tinnitus,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
sympt_unlisted_1item___Urinary incontinence,daily,binary,Urinary incontinence,sympt_unlisted_1item,[sympt_unlisted_0addi]='1'
